"Head","DRD","Count","Comm_freq"
74,4,145893,0.186417442920497
74,5,999375,0.104971607254534
74,6,1099729,0.0271630556255223
74,7,6764482,0.0160998284864975
74,8,5663853,0.00570848148777873
74,9,29170120,0.00501228654527305
74,10,2972353,0.00579439925204038
74,11,9261929,0.00308445465302097
74,12,6042637,0.00259522456834657
74,13,3063572,0.00178549745199394
74,14,386999,0.00249096250894705
74,15,7956,0.00188536953242836
75,-5,834,0.0911270983213429
75,-4,240,0.00416666666666667
75,-3,1598,0.650187734668335
75,-2,88,1.89772727272727
75,-1,109,18.2477064220184
75,0,6362,NA
75,1,109,17.1559633027523
75,2,88,1.68181818181818
75,3,1598,0.783479349186483
75,4,240,0.0416666666666667
75,5,834,0.0971223021582734
76,-7,2117,0.0283419933868682
76,-6,2017,0.0312345066931086
76,-5,4484,0.180419268510259
76,-4,1101,0.20708446866485
76,-3,1407,1.27007818052594
76,-2,171,2.21637426900585
76,-1,182,15.9230769230769
76,0,10531,NA
76,1,182,20.3901098901099
76,2,171,4.47368421052632
76,3,1407,1.48329779673063
76,4,1101,0.258855585831063
76,5,4484,0.18978590544157
76,6,2017,0.045612295488349
76,7,2117,0.0207841284837034
77,-11,66,0.196969696969697
77,-10,1314,0.0228310502283105
77,-9,45824,0.0187456354748603
77,-8,14959,0.0173139915769771
77,-7,63810,0.0501802225356527
77,-6,21578,0.0552414496246177
77,-5,22254,0.113912105688865
77,-4,5221,0.232139436889485
77,-3,4910,0.787372708757637
77,-2,735,1.55238095238095
77,-1,746,9.74932975871314
77,0,195175,NA
77,1,746,11.6836461126005
77,2,735,2.17687074829932
77,3,4910,0.931975560081466
77,4,5221,0.260294962650833
77,5,22254,0.11863035858722
77,6,21578,0.0548243581425526
77,7,63810,0.0508854411534242
77,8,14959,0.0183835817902266
77,9,45824,0.0145120460893855
77,10,1314,0.0266362252663623
77,11,66,0.0454545454545455
78,-11,9801,0.0185695337210489
78,-10,9558,0.213119899560578
78,-9,59086,0.0521443319906577
78,-8,53198,0.0436670551524493
78,-7,87884,0.0934527331482409
78,-6,34896,0.0881189821182944
78,-5,40224,0.188196101829753
78,-4,7869,0.325073071546575
78,-3,7272,1.33470847084708
78,-2,902,1.89689578713969
78,-1,909,16.2684268426843
78,0,204902,NA
78,1,909,22.0770077007701
78,2,902,2.80820399113082
78,3,7272,1.35189768976898
78,4,7869,0.362816113864532
78,5,40224,0.228445704057279
78,6,34896,0.144429160935351
78,7,87884,0.0872172409084703
78,8,53198,0.0455844204669349
78,9,59086,0.103493213282334
78,10,9558,0.212701401966939
78,11,9801,0.0225487195184165
79,-11,22918,4.36338249410943e-05
79,-10,23905,0.000125496758000418
79,-9,1326288,0.00553650489184853
79,-8,466383,0.00874603062290006
79,-7,673361,0.0482297014528611
79,-6,154402,0.0499863991399075
79,-5,129560,0.117304723680148
79,-4,23076,0.117481365921304
79,-3,28609,0.457793002202104
79,-2,2977,0.909640577762848
79,-1,2991,11.6496155132063
79,0,3243124,NA
79,1,2991,17.8555667001003
79,2,2977,2.95297279140074
79,3,28609,0.835296584990737
79,4,23076,0.397165886635465
79,5,129560,0.159192652053103
79,6,154402,0.0731596740974858
79,7,673361,0.0541923277409889
79,8,466383,0.0124575724243808
79,9,1326288,0.00371789535907737
79,10,23905,0.000418322526668061
79,11,22918,4.36338249410943e-05
80,-11,17702,0.0105072873121681
80,-10,9903,0.00727052408361103
80,-9,90703,0.0161295657254997
80,-8,97377,0.0267208889162739
80,-7,86014,0.0812309624014695
80,-6,29084,0.0833791775546692
80,-5,33029,0.29340882254988
80,-4,8089,0.459142044752133
80,-3,7152,1.42994966442953
80,-2,1015,3.11231527093596
80,-1,1026,20.3469785575049
80,0,292541,NA
80,1,1026,24.2612085769981
80,2,1015,6.30738916256158
80,3,7152,2.00880872483221
80,4,8089,0.797750030906169
80,5,33029,0.37600290653668
80,6,29084,0.123332416448907
80,7,86014,0.0901248633943312
80,8,97377,0.0361584357702538
80,9,90703,0.0197898636208284
80,10,9903,0.0157528021811572
80,11,17702,0.0127104282002034
81,-17,80444,1.2431007906121e-05
81,-16,168977,0.00392952887079307
81,-15,1868196,0.00171823513164572
81,-14,3492980,0.00153736923772825
81,-13,13159186,0.0104332441231547
81,-12,17460271,0.0271267267272082
81,-11,34498577,0.0081943090000495
81,-10,14116043,0.00899473032208819
81,-9,29617413,0.00599603348206002
81,-8,7800349,0.0102344138704564
81,-7,8289687,0.0232862833059921
81,-6,1599893,0.0335572441407019
81,-5,1970399,0.096403317297664
81,-4,200284,0.186295460446166
81,-3,252002,0.948024222029984
81,-2,19376,0.936158133773741
81,-1,19386,14.588311152378
81,0,106628843,NA
81,1,19386,18.356803879088
81,2,19376,1.50872213047069
81,3,252002,1.12132840215554
81,4,200284,0.307538295620219
81,5,1970399,0.129067259981354
81,6,1599893,0.0465881155802294
81,7,8289687,0.0271204449576927
81,8,7800349,0.0158749307242535
81,9,29617413,0.00685367084559342
81,10,14116043,0.00583853421245601
81,11,34498577,0.00353913148359716
81,12,17460271,0.00549613462471462
81,13,13159186,0.00655450876672765
81,14,3492980,0.011091961591535
81,15,1868196,0.0123884217715914
81,16,168977,0.086508814809116
81,17,80444,0.00113122171945701
82,-9,420,0.452380952380952
82,-8,784,3.08163265306122
82,-7,2124,1.63418079096045
82,-6,1224,1.36111111111111
82,-5,2383,1.67519932857742
82,-4,768,1.46484375
82,-3,833,4.35654261704682
82,-2,150,4.71333333333333
82,-1,157,24.4331210191083
82,0,7278,NA
82,1,157,25.8853503184713
82,2,150,7.78666666666667
82,3,833,3.83073229291717
82,4,768,1.54427083333333
82,5,2383,1.62610155266471
82,6,1224,1.43709150326797
82,7,2124,1.58992467043315
82,8,784,2.45918367346939
82,9,420,0.504761904761905
83,-7,60,0.0166666666666667
83,-6,23,NA
83,-5,1112,1.47751798561151
83,-4,444,0.376126126126126
83,-3,718,2.78690807799443
83,-2,90,3.14444444444444
83,-1,98,22.5714285714286
83,0,4711,NA
83,1,98,30.1020408163265
83,2,90,5.61111111111111
83,3,718,3.94707520891365
83,4,444,1.41666666666667
83,5,1112,1.9136690647482
83,6,23,NA
83,7,60,0.266666666666667
84,-9,5332,0.0110652663165791
84,-8,13760,0.0864098837209302
84,-7,21747,0.327447464018025
84,-6,7504,0.351945628997868
84,-5,8185,0.794990836896762
84,-4,3285,1.18751902587519
84,-3,2328,3.79810996563574
84,-2,418,4.08612440191388
84,-1,424,21.1320754716981
84,0,54659,NA
84,1,424,21.9599056603774
84,2,418,6.05502392344498
84,3,2328,5.19458762886598
84,4,3285,2.18325722983257
84,5,8185,1.02492364080635
84,6,7504,0.380197228144989
84,7,21747,0.251069112981101
84,8,13760,0.064171511627907
84,9,5332,0.0108777194298575
85,-12,1403,0.00498930862437634
85,-11,15911,0.0506567783294576
85,-10,18248,0.0307978956597983
85,-9,29505,0.244839857651246
85,-8,18795,0.103857408885342
85,-7,49162,0.0545339896668158
85,-6,17273,0.150002894691136
85,-5,20165,0.358740391767915
85,-4,5186,0.746432703432318
85,-3,3882,1.80680061823802
85,-2,683,3.6207906295754
85,-1,691,14.5455861070912
85,0,117056,NA
85,1,691,17.2648335745297
85,2,683,4.39677891654466
85,3,3882,2.10561566202988
85,4,5186,0.748746625530274
85,5,20165,0.406992313414332
85,6,17273,0.139755688068083
85,7,49162,0.0530287620519914
85,8,18795,0.106358073955839
85,9,29505,0.218810371123538
85,10,18248,0.00750767207365191
85,11,15911,0.0123813713782917
85,12,1403,0.00142551674982181
86,-13,81482,0.105336147860877
86,-12,237988,0.0302830394809822
86,-11,535075,0.0282801476428538
86,-10,351335,0.0280017646975109
86,-9,825159,0.0336007969373175
86,-8,302903,0.0598244322439857
86,-7,430473,0.153960875594985
86,-6,192237,0.171845170284597
86,-5,152121,0.510199117807535
86,-4,24164,0.623117033603708
86,-3,21098,1.65574936012892
86,-2,2855,2.8399299474606
86,-1,2872,10.5107938718663
86,0,1934605,NA
86,1,2872,12.767061281337
86,2,2855,4.12084063047285
86,3,21098,2.24286662242867
86,4,24164,1.50459361032942
86,5,152121,0.608331525561888
86,6,192237,0.181531130843698
86,7,430473,0.199559554257758
86,8,302903,0.0806429781151062
86,9,825159,0.0326870336504843
86,10,351335,0.0249220829123202
86,11,535075,0.0311769378124562
86,12,237988,0.0357202884179034
86,13,81482,0.0893203406887411
87,-9,4680,0.00192307692307692
87,-8,1440,0.000694444444444444
87,-7,3973,0.155298263277121
87,-6,2515,0.172564612326044
87,-5,3836,0.699947862356621
87,-4,1315,0.834220532319392
87,-3,1354,1.66543574593796
87,-2,231,2.59307359307359
87,-1,237,13.1434599156118
87,0,17482,NA
87,1,237,16.8818565400844
87,2,231,5.03463203463203
87,3,1354,1.94977843426883
87,4,1315,1.04486692015209
87,5,3836,0.793534932221064
87,6,2515,0.181312127236581
87,7,3973,0.204379562043796
87,8,1440,0.00277777777777778
87,9,4680,0.00213675213675214
88,-11,503,NA
88,-10,3216,0.00186567164179104
88,-9,11969,0.00818781853120561
88,-8,7607,0.0261601156829236
88,-7,21131,0.0649283043869197
88,-6,6745,0.110600444773907
88,-5,9333,0.451194685524483
88,-4,2930,0.653924914675768
88,-3,3144,1.30502544529262
88,-2,431,2.33874709976798
88,-1,437,12.8215102974828
88,0,56952,NA
88,1,437,16.4782608695652
88,2,431,4.8631090487239
88,3,3144,1.78117048346056
88,4,2930,1.06313993174061
88,5,9333,0.531447551698275
88,6,6745,0.193476649369904
88,7,21131,0.0967772466991624
88,8,7607,0.0427238070198501
88,9,11969,0.00944105606149219
88,10,3216,0.00186567164179104
88,11,503,NA
